ID2	Xt	Yt	Zonas_multispat_kd_t	Zonas_multispati_koc_t	Patron	patterns2
3333	359351.302	6247407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9646	491851.302	6399907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18624	576851.302	6579907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
9939	421851.302	6407407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1516	339351.302	6189907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8418	394351.302	6372407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
18287	414351.302	6574907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5985	356851.302	6317407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10793	379351.302	6427407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14004	384351.302	6494907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2714	326851.302	6229907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2709	314351.302	6229907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13871	381851.302	6492407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22941	379351.302	6702407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22599	404351.302	6689907.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
15780	314351.302	6529907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3440	409351.302	6249907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
1599	404351.302	6192407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
14002	379351.302	6494907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8971	391851.302	6384907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
1444	314351.302	6187407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13948	241851.302	6494907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18278	389351.302	6574907.963	E	S	No significativa	NA
20478	369351.302	6624907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
21746	339351.302	6662407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7876	459351.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21318	379351.302	6649907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
7960	381851.302	6362407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10876	299351.302	6429907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21720	484351.302	6659907.963	SA	SA	No significativa	NA
14676	414351.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22187	454351.302	6674907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
5482	379351.302	6304907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12321	289351.302	6462407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13688	239351.302	6489907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14852	526851.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2516	471851.302	6222407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
17032	429351.302	6552407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8996	456851.302	6384907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19409	436851.302	6597407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16853	324351.302	6549907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5690	394351.302	6309907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4050	386851.302	6267407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
6634	419351.302	6332407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16994	321851.302	6552407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7680	536851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6463	511851.302	6327407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2759	441851.302	6229907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
3007	416851.302	6237407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
7800	561851.302	6357407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21816	519351.302	6662407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
8977	409351.302	6384907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17387	254351.302	6559907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15132	561851.302	6514907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15121	534351.302	6514907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
444	379351.302	6144907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12586	359351.302	6467407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10936	449351.302	6429907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12041	484351.302	6454907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8122	509351.302	6364907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11840	534351.302	6449907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20484	384351.302	6624907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
2278	464351.302	6214907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
21478	329351.302	6654907.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
10219	594351.302	6412407.963	SA	SA	No significativa	NA
18510	271851.302	6579907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3276	441851.302	6244907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7931	604351.302	6359907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
2256	401851.302	6214907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12709	356851.302	6469907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21328	404351.302	6649907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
20084	314351.302	6614907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3423	364351.302	6249907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18332	526851.302	6574907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15674	344351.302	6527407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18963	456851.302	6587407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1944	419351.302	6204907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
21748	344351.302	6662407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13238	416851.302	6479907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17723	384351.302	6564907.963	E	NO	Alto Kd y baja vida media	"High income - Low access gain"
12574	329351.302	6467407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11930	476851.302	6452407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1615	456851.302	6192407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
9971	506851.302	6407407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17180	446851.302	6554907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22178	431851.302	6674907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
5605	426851.302	6307407.963	E	E	Baja Kd y Baja vida media	"Low income - Low access gain"
22998	359351.302	6704907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22848	489351.302	6697407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
14655	359351.302	6507407.963	S	S	No significativa	NA
9538	486851.302	6397407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9592	354351.302	6399907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7916	566851.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7651	459351.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19677	329351.302	6604907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1262	306851.302	6179907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
5335	529351.302	6299907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16246	534351.302	6537407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21622	454351.302	6657407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
5520	474351.302	6304907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1904	319351.302	6204907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21494	369351.302	6654907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18549	371851.302	6579907.963	E	NO	Alto Kd y Alta vida media	"High income - High access gain"
11590	444351.302	6444907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14454	524351.302	6502407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13654	486851.302	6487407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15879	256851.302	6532407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1179	399351.302	6174907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10215	584351.302	6412407.963	SA	SA	No significativa	NA
2810	354351.302	6232407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14281	416851.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14158	451851.302	6497407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20758	431851.302	6632407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
17557	321851.302	6562407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4031	339351.302	6267407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22049	504351.302	6669907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
10566	396851.302	6422407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
3107	441851.302	6239907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13300	236851.302	6482407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13409	511851.302	6482407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3117	466851.302	6239907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21625	461851.302	6657407.963	SA	SA	No significativa	NA
7945	344351.302	6362407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21054	371851.302	6642407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
2795	316851.302	6232407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15141	584351.302	6514907.963	E	E	No significativa	NA
8549	436851.302	6374907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3852	351851.302	6262407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2801	331851.302	6232407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7143	346851.302	6344907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2085	376851.302	6209907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22872	376851.302	6699907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1873	429351.302	6202407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
18251	316851.302	6574907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22331	449351.302	6679907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
2037	456851.302	6207407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
16841	294351.302	6549907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7809	584351.302	6357407.963	E	E	No significativa	NA
7048	386851.302	6342407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
8416	389351.302	6372407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
22173	419351.302	6674907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
14475	581851.302	6502407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
10224	331851.302	6414907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4017	304351.302	6267407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
23160	361851.302	6712407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12722	389351.302	6469907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19662	291851.302	6604907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
8598	566851.302	6374907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
540	309351.302	6149907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2847	446851.302	6232407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8584	531851.302	6374907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5628	494351.302	6307407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18263	349351.302	6574907.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
7087	491851.302	6342407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13019	494351.302	6474907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16869	366851.302	6549907.963	SA	NO	Alto Kd y Alta vida media	"High income - High access gain"
9268	331851.302	6392407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20047	484351.302	6612407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22792	346851.302	6697407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14999	566851.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5844	536851.302	6312407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11803	434351.302	6449907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7579	576851.302	6352407.963	E	E	No significativa	NA
3455	451851.302	6249907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10001	584351.302	6407407.963	SA	SA	No significativa	NA
19556	281851.302	6602407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15023	276851.302	6514907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11953	544351.302	6452407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17408	306851.302	6559907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21225	371851.302	6647407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22318	416851.302	6679907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
6684	561851.302	6332407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2838	424351.302	6232407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
8582	524351.302	6374907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14928	381851.302	6512407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19185	429351.302	6592407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
670	329351.302	6154907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14295	454351.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18945	411851.302	6587407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12143	439351.302	6457407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7115	569351.302	6342407.963	E	E	No significativa	NA
15053	359351.302	6514907.963	S	S	No significativa	NA
13923	511851.302	6492407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15146	246851.302	6517407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9830	416851.302	6404907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7740	394351.302	6357407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14977	509351.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12617	439351.302	6467407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
56	451851.302	6127407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20537	306851.302	6627407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15000	569351.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9562	556851.302	6397407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14839	489351.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18488	576851.302	6577407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
5498	419351.302	6304907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
16216	459351.302	6537407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20736	376851.302	6632407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
21362	491851.302	6649907.963	SA	SA	No significativa	NA
2499	416851.302	6222407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
20531	291851.302	6627407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
2349	444351.302	6217407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
18668	326851.302	6582407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11083	536851.302	6432407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6599	319351.302	6332407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12456	344351.302	6464907.963	NO	NO	No significativa	NA
14039	474351.302	6494907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
90	379351.302	6129907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
23174	396851.302	6712407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7912	554351.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15793	361851.302	6529907.963	NO	NO	No significativa	NA
21221	361851.302	6647407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12050	506851.302	6454907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
751	381851.302	6157407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22636	496851.302	6689907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
5445	559351.302	6302407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14695	464351.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14963	474351.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11897	391851.302	6452407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
931	376851.302	6164907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3500	349351.302	6252407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6869	491851.302	6337407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15812	436851.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2842	434351.302	6232407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
7862	419351.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16272	244351.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
360	314351.302	6142407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17863	386851.302	6567407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
19733	471851.302	6604907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13327	304351.302	6482407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15847	526851.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13278	516851.302	6479907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12566	309351.302	6467407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5282	386851.302	6299907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1313	439351.302	6179907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
1847	361851.302	6202407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9919	371851.302	6407407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8667	451851.302	6377407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21235	396851.302	6647407.963	E	S	Bajo Kd y Alta vida media	"Low income - High access gain"
14303	476851.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7542	479351.302	6352407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2237	351851.302	6214907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16048	369351.302	6534907.963	NO	NO	No significativa	NA
16084	476851.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10638	584351.302	6422407.963	SA	SA	No significativa	NA
12887	481851.302	6472407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17353	526851.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22195	476851.302	6674907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
19283	394351.302	6594907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
1877	439351.302	6202407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
23277	419351.302	6717407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
20948	309351.302	6639907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9620	424351.302	6399907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7314	486851.302	6347407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17435	379351.302	6559907.963	SA	NO	No significativa	NA
13913	486851.302	6492407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12681	276851.302	6469907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1177	394351.302	6174907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15778	306851.302	6529907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17777	519351.302	6564907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14846	506851.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4500	366851.302	6279907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4171	464351.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7656	471851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16996	326851.302	6552407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14051	504351.302	6494907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21315	371851.302	6649907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10439	349351.302	6419907.963	S	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
4875	354351.302	6289907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18872	586851.302	6584907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
19235	266851.302	6594907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9306	429351.302	6392407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17069	521851.302	6552407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16312	351851.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18443	459351.302	6577407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5965	306851.302	6317407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12980	394351.302	6474907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1624	321851.302	6194907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13747	399351.302	6489907.963	E	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10179	491851.302	6412407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5856	571851.302	6312407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14181	509351.302	6497407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5217	476851.302	6297407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19047	376851.302	6589907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
19773	306851.302	6607407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11366	441851.302	6439907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19861	269351.302	6609907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13790	511851.302	6489907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
733	334351.302	6157407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
715	449351.302	6154907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1034	341851.302	6169907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
23151	334351.302	6712407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
2719	339351.302	6229907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11597	461851.302	6444907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21087	456851.302	6642407.963	SA	SA	No significativa	NA
9595	361851.302	6399907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14733	561851.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22984	486851.302	6702407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
21396	351851.302	6652407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22706	491851.302	6692407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
566	379351.302	6149907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4090	504351.302	6267407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20585	426851.302	6627407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
6986	521851.302	6339907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21540	486851.302	6654907.963	SA	SA	No significativa	NA
4917	464351.302	6289907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19124	274351.302	6592407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
16625	454351.302	6544907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5515	461851.302	6304907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8819	549351.302	6379907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9437	499351.302	6394907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21545	499351.302	6654907.963	E	E	No significativa	NA
4283	531851.302	6272407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14106	301851.302	6497407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20471	351851.302	6624907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20146	479351.302	6614907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6490	586851.302	6327407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10737	536851.302	6424907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11376	466851.302	6439907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
492	344351.302	6147407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7015	599351.302	6339907.963	E	E	No significativa	NA
20558	359351.302	6627407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6589	579351.302	6329907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22427	506851.302	6682407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
4502	371851.302	6279907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16218	464351.302	6537407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19237	271851.302	6594907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9864	511851.302	6404907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4136	371851.302	6269907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1719	411851.302	6197407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
